FID,Fuel_Type,Latitude,Longitude
2716,LPG,32.663051,-96.823851
2717,ELEC,31.77021,-106.504
2718,LPG,32.074253,-98.349278
2719,ELEC,31.766527,-106.501336
2720,LPG,26.336346,-98.143529
2721,ELEC,31.77085,-106.508
2722,ELEC,33.15146,-96.8604
2723,LPG,31.773655,-106.390279
2724,LPG,31.659656,-106.240181
2725,ELEC,32.9791,-97.0545
2726,ELEC,32.01215,-97.0948
2727,LPG,28.419208,-98.1759
2728,LPG,30.66395,-97.669075
2729,E85,29.215351,-97.231411
2730,ELEC,29.427473,-98.490552
2731,LPG,34.658336,-97.957802
2732,E85,34.399685,-103.302044
2733,BD,34.399685,-103.302044
2734,LPG,28.393864,-97.76576
2735,LPG,29.22977,-98.6493
2736,CNG,27.730167,-97.426383
2737,CNG,27.550004,-99.47217
2738,LPG,29.878755,-97.941138
2739,LPG,32.31074,-106.813662
2740,E85,33.17832,-97.142381
2741,ELEC,32.24992,-110.942902
2742,ELEC,32.796194,-97.215107
2743,CNG,30.210613,-97.668445
2744,BD,34.654589,-99.288031
2745,BD,32.413669,-99.838494
2746,BD,31.434562,-100.41291
2747,ELEC,32.922483,-96.99533
2748,HY,30.384515,-97.72385
2749,E85,29.694807,-98.112069
2750,LPG,30.375236,-97.939671
2751,CNG,35.022972,-97.936626
2752,ELEC,32.926806,-96.82808
2753,ELEC,32.7219,-97.4784
2754,ELEC,32.408654,-99.771637
2755,ELEC,35.15933,-101.94
2756,ELEC,32.677137,-97.088728
2757,ELEC,30.206811,-97.06534
2758,ELEC,30.374233,-97.732445
2759,ELEC,32.837994,-97.162032
2760,ELEC,33.157906,-97.06534
2761,ELEC,27.731173,-97.416138
2762,ELEC,32.646551,-96.863841
2763,ELEC,32.290283,-110.98542
2764,ELEC,32.223904,-110.9722
2765,ELEC,32.322369,-111.0052
2766,ELEC,32.207526,-110.882116
2767,BD,31.549169,-110.368183
2768,BD,35.050242,-106.575469
2769,BD,31.812817,-106.432783
2770,BD,29.90329,-96.801679
2771,CNG,34.678808,-98.426439
2772,E85,32.379214,-106.475442
2773,E85,35.048169,-106.571817
2774,E85,35.161741,-101.866925
2775,E85,29.439273,-98.659444
2776,E85,29.524443,-98.7176
2777,ELEC,30.428175,-97.756317
2778,ELEC,30.467669,-97.79826
2779,ELEC,30.234838,-97.822762
2780,ELEC,30.232517,-97.823494
2781,ELEC,30.22025,-97.84
2782,ELEC,32.462139,-106.614
2783,ELEC,32.81409,-96.8285
2784,ELEC,32.843397,-96.84958
2785,ELEC,32.73208,-97.3336
2786,ELEC,32.81393,-96.9564
2787,ELEC,32.80998,-97.42093
2788,ELEC,32.23653,-110.908
2789,ELEC,32.3232,-110.974
2790,CNG,32.737536,-97.091411
2791,CNG,32.85814,-96.880923
2792,CNG,33.08064,-96.822701
2793,E85,30.433608,-97.771604
2794,ELEC,32.786648,-96.80339
2795,ELEC,32.95058,-96.8371
2796,ELEC,32.94297,-96.84453
2797,ELEC,32.99799,-96.84564
2798,ELEC,32.842263,-96.84832
2799,ELEC,32.81462,-96.79053
2800,ELEC,32.40349,-110.9466
2801,ELEC,32.88996,-96.9666
2802,ELEC,33.0727,-96.8227
2803,ELEC,32.221131,-110.969212
2804,ELEC,32.161263,-110.897702
2805,ELEC,32.43801,-110.943
2806,ELEC,30.280342,-97.823499
2807,ELEC,30.442559,-97.62957
2808,ELEC,32.13842,-110.58245
2809,ELEC,30.390246,-97.74825
2810,ELEC,33.080176,-96.814244
2811,ELEC,32.230458,-110.970976
2812,ELEC,32.977109,-96.99432
2813,ELEC,32.800132,-96.831261
2814,ELEC,32.726633,-96.905315
2815,ELEC,32.901518,-96.834891
2816,ELEC,32.901946,-97.089123
2817,ELEC,32.86095,-97.288805
2818,ELEC,32.985878,-97.168633
2819,ELEC,30.394697,-97.716885
2820,LPG,34.200235,-97.166668
2821,ELEC,33.048561,-96.82902
2822,ELEC,30.219434,-97.662123
2823,ELEC,29.510211,-98.395646
2824,ELEC,33.238521,-97.154808
2825,ELEC,31.772173,-106.503155
2826,ELEC,32.866893,-96.939559
2827,CNG,32.382912,-97.397639
2828,CNG,31.500884,-97.173417
2829,CNG,32.64083,-96.839676
2830,CNG,32.598349,-97.316857
2831,CNG,27.662753,-97.815556
2832,CNG,29.310775,-98.6179
2833,CNG,31.91133,-102.783
2834,CNG,29.915381,-97.89548
2835,CNG,32.696603,-103.164833
2836,ELEC,30.354592,-97.407114
2837,LPG,34.121343,-109.29147
2838,ELEC,30.368681,-97.727852
2839,LPG,34.126484,-109.939959
2840,LPG,34.506711,-109.371889
2841,ELEC,29.829811,-97.979737
2842,CNG,33.191181,-97.085048
2843,E85,29.510887,-98.396541
2844,LNG,33.191181,-97.085048
2845,LPG,30.105377,-97.317794
2846,ELEC,32.194663,-110.913521
2847,E85,30.109968,-97.306666
2848,ELEC,30.216521,-97.691645
2849,LPG,33.350821,-105.560008
2850,ELEC,32.950393,-96.822101
2851,LPG,33.146282,-107.247755
2852,ELEC,31.753198,-106.373118
2853,LPG,32.115731,-106.665081
2854,ELEC,31.766515,-106.426877
2855,ELEC,29.526007,-98.47464
2856,CNG,32.91089,-97.006308
2857,ELEC,31.766928,-106.426468
2858,E85,30.048821,-99.141785
2859,ELEC,31.890965,-106.409169
2860,E85,29.881596,-97.917036
2861,ELEC,31.767008,-106.444747
2862,ELEC,32.235729,-110.7821
2863,ELEC,31.81458,-106.526118
2864,ELEC,30.271179,-97.75378
2865,CNG,34.827951,-97.598386
2866,ELEC,31.753822,-106.337834
2867,ELEC,31.842613,-106.548346
2868,E85,35.1245,-106.6286
2869,ELEC,33.094181,-96.820495
2870,CNG,32.85365,-97.035
2871,ELEC,29.547482,-98.320312
2872,CNG,34.04919,-106.892
2873,ELEC,31.581524,-97.109168
2874,E85,32.911018,-97.096736
2875,E85,32.118322,-110.772615
2876,E85,29.496651,-98.709835
2877,CNG,32.74199,-97.0842
2878,CNG,32.779701,-96.813341
2879,E85,32.857148,-104.412925
2880,E85,35.192259,-101.794896
2881,CNG,32.808147,-96.897294
2882,LNG,32.808147,-96.897294
2883,CNG,29.443406,-98.503081
2884,ELEC,35.088055,-106.6497
2885,ELEC,32.9545,-96.8191
2886,BD,32.750942,-97.049334
2887,ELEC,30.264904,-97.74706
2888,ELEC,30.259162,-97.73997
2889,ELEC,30.259607,-97.75349
2890,ELEC,30.266611,-97.774918
2891,ELEC,30.457067,-97.66331
2892,ELEC,30.20606,-97.75914
2893,ELEC,32.408654,-99.771637
2894,ELEC,35.15933,-101.94
2895,ELEC,32.677137,-97.088728
2896,ELEC,30.374233,-97.732445
2897,ELEC,32.837994,-97.162032
2898,ELEC,33.157906,-97.06534
2899,ELEC,27.731173,-97.416138
2900,ELEC,32.646551,-96.863841
2901,ELEC,31.784476,-106.41732
2902,ELEC,31.724949,-106.300771
2903,ELEC,33.243534,-97.130996
2904,ELEC,33.21402,-97.151864
2905,ELEC,32.235301,-110.922477
2906,LPG,35.004134,-97.366691
2907,LPG,34.623151,-96.846202
2908,LPG,34.796634,-96.967655
2909,LPG,34.506345,-96.994279
2910,LPG,34.962193,-97.033363
2911,LPG,29.881925,-98.451068
2912,LPG,35.102,-98.5959
2913,LPG,34.502778,-97.125088
2914,LPG,34.492687,-97.959462
2915,LPG,34.8294,-98.2437
2916,LPG,34.7828,-98.3814
2917,LPG,34.790495,-98.28386
2918,LPG,35.219073,-99.875162
2919,LPG,34.383107,-99.02073
2920,LPG,34.623065,-98.678369
2921,LPG,34.593135,-98.388725
2922,LPG,34.1735,-97.2745
2923,LPG,34.884479,-99.502492
2924,LPG,34.817302,-97.423034
2925,ELEC,32.926806,-96.82808
2926,LPG,34.826226,-97.267871
2927,ELEC,32.7219,-97.4784
2928,ELEC,30.269938,-97.732243
2929,ELEC,32.927707,-97.094121
2930,ELEC,26.186048,-97.734442
2931,ELEC,30.279045,-97.70986
2932,ELEC,32.835712,-96.926759
2933,ELEC,33.044231,-96.835741
2934,ELEC,31.078539,-97.692781
2935,ELEC,32.221131,-110.969212
2936,ELEC,27.492086,-97.84753
2937,ELEC,30.047571,-99.142719
2938,ELEC,27.529384,-99.458781
2939,BD,32.815979,-97.122579
2940,CNG,32.267665,-107.768756
2941,ELEC,33.023006,-96.98877
2942,CNG,35.187946,-101.708909
2943,ELEC,33.531798,-101.91503
2944,CNG,32.688166,-97.241005
2945,ELEC,32.024168,-102.151831
2946,ELEC,31.898444,-102.335657
2947,CNG,32.778944,-97.214833
2948,ELEC,30.54205,-97.69265
2949,CNG,34.081253,-99.03195
2950,ELEC,31.45177,-100.489003
2951,CNG,32.450273,-100.443659
2952,ELEC,29.543147,-98.57544
2953,E85,35.026893,-106.64711
2954,ELEC,29.520177,-98.502533
2955,E85,32.309439,-106.76325
2956,ELEC,29.457057,-98.624749
2957,ELEC,29.556508,-98.34469
2958,CNG,32.850268,-96.877198
2959,CNG,32.688166,-97.241005
2960,ELEC,29.841467,-97.97286
2961,ELEC,31.079711,-97.410429
2962,E85,33.220219,-96.898587
2963,E85,31.605661,-97.108546
2964,ELEC,28.851484,-96.998051
2965,E85,30.534049,-97.831507
2966,ELEC,31.495172,-97.160258
2967,ELEC,32.755692,-97.705221
2968,E85,31.677792,-106.315468
2969,ELEC,33.879911,-98.545868
2970,E85,31.457856,-97.173931
2971,E85,30.049335,-99.137635
2972,ELEC,32.290283,-110.98542
2973,E85,31.13451,-98.265058
2974,ELEC,32.207526,-110.882116
2975,ELEC,32.757225,-97.481068
2976,ELEC,32.233791,-110.951721
2977,ELEC,32.757225,-97.481068
2978,ELEC,32.22781,-110.953243
2979,ELEC,32.230502,-110.957931
2980,ELEC,32.838732,-96.95529
2981,ELEC,32.736465,-97.121493
2982,ELEC,30.26378,-97.7405
2983,ELEC,30.258564,-97.75198
2984,ELEC,30.257202,-97.74911
2985,ELEC,30.218712,-97.85447
2986,ELEC,30.416817,-97.66389
2987,ELEC,30.417734,-97.66533
2988,ELEC,32.779791,-96.799045
2989,E85,31.102407,-97.35383
2990,ELEC,31.839087,-106.572239
2991,ELEC,31.959497,-110.985495
2992,E85,31.064581,-97.66578
2993,E85,27.693267,-97.415679
2994,E85,33.520356,-101.845356
2995,ELEC,30.251862,-97.69053
2996,ELEC,30.185047,-97.80198
2997,ELEC,30.297934,-97.76746
2998,ELEC,30.281797,-97.70878
2999,ELEC,30.422258,-97.71635
3000,ELEC,30.334473,-97.75125
3001,CNG,33.161768,-87.55676
3002,LPG,32.351404,-96.633716
3003,LPG,32.122164,-96.46548
3004,CNG,29.779156,-95.433938
3005,LPG,32.793462,-96.725242
3006,LPG,33.18151,-94.9297
3007,LPG,33.627921,-95.560593
3008,LPG,33.16374,-95.2183
3009,CNG,30.450722,-91.14254
3010,LPG,32.580495,-94.812316
3011,CNG,30.471711,-91.084812
3012,LPG,33.040267,-94.725749
3013,CNG,29.786685,-95.280583
3014,LPG,32.404501,-94.855097
3015,LPG,32.203482,-95.87202
3016,CNG,32.897241,-96.683745
3017,LPG,32.005543,-95.277991
3018,LPG,32.789922,-95.452985
3019,CNG,30.689804,-88.108832
3020,LPG,31.736783,-95.608189
3021,LPG,31.304772,-95.458853
3022,CNG,30.677949,-86.992916
3023,LPG,31.79017,-94.1849
3024,CNG,35.166882,-89.972794
3025,LPG,30.941852,-93.996583
3026,LPG,31.66595,-94.672336
3027,LPG,30.78657,-94.418725
3028,CNG,30.471503,-91.185648
3029,LPG,31.705061,-96.483209
3030,LPG,29.77008,-95.188664
3031,LPG,29.841602,-95.262926
3032,CNG,32.753483,-96.774492
3033,LPG,29.689709,-95.503642
3034,LPG,29.68572,-95.644891
3035,LPG,29.804407,-95.467516
3036,CNG,33.992858,-96.381435
3037,LPG,34.877258,-89.704111
3038,LPG,29.898344,-95.635646
3039,LPG,34.837241,-89.997077
3040,LPG,34.349362,-89.719678
3041,LPG,34.752067,-88.943767
3042,LPG,33.453954,-88.827139
3043,LPG,31.822331,-89.394281
3044,LPG,32.33219,-89.153723
3045,LPG,32.042666,-88.728155
3046,LPG,29.819789,-95.567803
3047,LPG,31.663926,-88.628322
3048,LPG,30.386726,-89.092858
3049,LPG,30.299668,-95.457755
3050,LPG,31.127629,-90.102785
3051,LPG,32.158296,-91.716256
3052,LPG,30.070921,-95.627322
3053,LPG,33.955851,-91.842243
3054,LPG,30.073585,-95.437173
3055,LPG,33.357828,-93.601953
3056,LPG,28.983569,-95.938854
3057,LPG,33.951917,-93.869442
3058,LPG,34.505657,-93.006698
3059,LPG,28.984,-96.0156
3060,LPG,34.567918,-94.256079
3061,LPG,29.743493,-96.085359
3062,LPG,35.013566,-92.79828
3063,LPG,29.037048,-95.568685
3064,LPG,35.238837,-91.745123
3065,LPG,29.778392,-95.956761
3066,LPG,29.7858,-95.8281
3067,LPG,34.554932,-90.754181
3068,LPG,29.591586,-95.563437
3069,LPG,32.684726,-96.73629
3070,LPG,29.533163,-95.819967
3071,LPG,33.72233,-95.549085
3072,LPG,30.062146,-95.931527
3073,LPG,29.685095,-95.159921
3074,LPG,33.112291,-94.157275
3075,LPG,32.180108,-95.345395
3076,LPG,29.751343,-94.964465
3077,LPG,32.795904,-95.45019
3078,LPG,29.776419,-95.137511
3079,LPG,29.524941,-95.454226
3080,LPG,31.712778,-95.706497
3081,LPG,31.724531,-96.165369
3082,LPG,29.555189,-95.330976
3083,LPG,29.290291,-95.734676
3084,LPG,29.3958,-94.9501
3085,LPG,29.783264,-94.381475
3086,LPG,29.53195,-96.088459
3087,LPG,30.065025,-94.133459
3088,LPG,30.928715,-95.956185
3089,LPG,30.460793,-87.295022
3090,LPG,30.706217,-96.371927
3091,LPG,30.655424,-96.366702
3092,LPG,30.697377,-88.22662
3093,LPG,31.14715,-96.1245
3094,LPG,29.702766,-96.778173
3095,LPG,35.078975,-88.544603
3096,LPG,29.66457,-95.231373
3097,LPG,31.986084,-90.288566
3098,LPG,35.081222,-91.866968
3099,LPG,34.763866,-92.289457
3100,LPG,34.9978,-90.805075
3101,LPG,30.046321,-94.895798
3102,LPG,29.70656,-96.551986
3103,ELEC,29.50136,-95.11391
3104,ELEC,32.8347,-96.6344
3105,ELEC,32.89064,-96.47159
3106,ELEC,30.12689,-95.44541
3107,CNG,30.436878,-95.497464
3108,LPG,33.667953,-96.595849
3109,LPG,32.5958,-89.462289
3110,LPG,31.946194,-87.738592
3111,LPG,30.93671,-95.375
3112,ELEC,32.6519,-96.639391
3113,LPG,32.711103,-96.671506
3114,ELEC,32.742268,-96.781042
3115,LPG,29.48622,-96.6936
3116,ELEC,32.7781,-96.7648
3117,LPG,33.151553,-95.572058
3118,ELEC,32.82039,-96.7876
3119,LPG,32.381561,-96.240819
3120,ELEC,32.837337,-96.77054
3121,LPG,32.161186,-94.798097
3122,LPG,32.1543,-95.154635
3123,ELEC,32.906856,-96.62821
3124,ELEC,32.9152,-96.6366
3125,LPG,32.737269,-96.250375
3126,ELEC,32.90646,-96.6037
3127,LPG,29.479034,-95.103923
3128,ELEC,32.91015,-96.6102
3129,ELEC,32.91732,-96.6907
3130,LPG,30.154107,-95.212284
3131,ELEC,33.104846,-96.101957
3132,ELEC,29.774507,-95.39038
3133,ELEC,33.104846,-96.101957
3134,LNG,32.732685,-96.78525
3135,ELEC,29.624,-95.142
3136,CNG,34.72761,-92.221081
3137,ELEC,32.797558,-96.62818
3138,ELEC,29.55947,-95.3155
3139,LPG,30.244925,-95.387785
3140,ELEC,32.98622,-96.7571
3141,ELEC,30.033375,-95.602006
3142,LPG,33.51496,-90.194179
3143,ELEC,29.66209,-95.737
3144,CNG,32.780827,-96.775269
3145,ELEC,29.412535,-95.04149
3146,ELEC,30.033375,-95.602006
3147,E85,29.567354,-95.101315
3148,ELEC,29.54448,-95.1801
3149,ELEC,30.275233,-90.948501
3150,ELEC,30.275233,-90.948501
3151,ELEC,35.2092,-89.791769
3152,LPG,30.449625,-87.683275
3153,ELEC,29.874359,-90.08824
3154,ELEC,35.035432,-89.794415
3155,ELEC,35.181314,-89.894804
3156,LPG,32.43615,-87.078137
3157,ELEC,29.874359,-90.08824
3158,LPG,31.244282,-89.80592
3159,ELEC,35.226324,-88.241275
3160,ELEC,32.421725,-93.721989
3161,LPG,30.442201,-88.899447
3162,LPG,31.368096,-89.311643
3163,ELEC,35.226324,-88.241275
3164,ELEC,32.421725,-93.721989
3165,LPG,30.406961,-88.758392
3166,LPG,32.18384,-90.135176
3167,ELEC,30.305535,-95.467917
3168,ELEC,30.236037,-89.766851
3169,LPG,31.684842,-89.146825
3170,ELEC,30.305535,-95.467917
3171,LPG,30.378003,-88.540093
3172,ELEC,30.236037,-89.766851
3173,CNG,32.354559,-95.304163
3174,LPG,31.35771,-88.935335
3175,CNG,32.738312,-96.750779
3176,LPG,30.924813,-88.586041
3177,E85,33.173106,-96.489826
3178,ELEC,33.170134,-87.503046
3179,LPG,30.394109,-88.894675
3180,LPG,32.449327,-88.627151
3181,ELEC,33.170134,-87.503046
3182,ELEC,32.5517,-96.38209
3183,LPG,32.348008,-90.766492
3184,ELEC,29.906473,-95.604356
3185,E85,29.901534,-95.631685
3186,ELEC,29.676733,-95.422226
3187,CNG,30.722398,-96.427335
3188,E85,29.91108,-95.479251
3189,ELEC,29.625531,-95.224813
3190,CNG,29.784518,-95.801141
3191,E85,29.55916,-95.348043
3192,ELEC,29.785494,-95.60022
3193,E85,33.110663,-96.76769
3194,ELEC,29.992027,-95.423345
3195,E85,30.358589,-89.62905
3196,CNG,29.533466,-95.775949
3197,ELEC,30.011792,-95.427919
3198,ELEC,29.76104,-95.368
3199,ELEC,29.775175,-95.816887
3200,LPG,32.340468,-95.26491
3201,ELEC,29.485334,-95.10187
3202,E85,31.110771,-93.159556
3203,ELEC,35.16919,-89.839327
3204,LPG,35.201081,-87.043782
3205,ELEC,35.038872,-89.883286
3206,ELEC,29.308233,-94.79273
3207,ELEC,32.509552,-94.748921
3208,E85,30.337057,-95.475998
3209,ELEC,35.142665,-90.05181
3210,ELEC,30.098,-96.0727
3211,BD,31.110771,-93.159556
3212,ELEC,32.829375,-96.629887
3213,BD,32.499117,-93.674719
3214,ELEC,29.58311,-95.38725
3215,BD,29.803429,-95.41963
3216,ELEC,35.210144,-87.054365
3217,ELEC,29.7425,-95.3917
3218,E85,29.791167,-95.721152
3219,ELEC,29.583886,-95.38792
3220,ELEC,35.199802,-87.03084
3221,ELEC,33.013451,-96.77318
3222,ELEC,29.953433,-94.0071
3223,E85,29.971267,-95.689965
3224,ELEC,32.78783,-96.7693
3225,ELEC,32.971546,-96.719556
3226,CNG,30.477108,-87.306742
3227,CNG,30.077189,-94.095935
3228,ELEC,32.840891,-96.787298
3229,E85,29.748625,-95.500304
3230,CNG,32.347881,-90.248153
3231,ELEC,29.535025,-95.77351
3232,ELEC,32.88784,-96.67759
3233,E85,29.979174,-95.215408
3234,CNG,29.951742,-95.325957
3235,ELEC,33.160217,-96.646573
3236,E85,32.968266,-96.604047
3237,ELEC,32.91191,-96.6416
3238,E85,34.609647,-92.493167
3239,ELEC,30.314894,-94.18396
3240,BD,32.696398,-96.786858
3241,ELEC,32.90855,-96.60504
3242,E85,34.717669,-92.343973
3243,LPG,32.912527,-93.704727
3244,ELEC,29.794697,-95.397294
3245,E85,29.507748,-95.041074
3246,ELEC,29.706546,-95.407485
3247,E85,34.781321,-92.217298
3248,ELEC,29.776388,-95.434392
3249,E85,34.831708,-92.394607
3250,ELEC,29.613579,-95.43404
3251,E85,34.831796,-92.197328
3252,ELEC,29.727959,-95.558086
3253,ELEC,32.798202,-96.62708
3254,E85,30.313139,-95.506233
3255,ELEC,29.379122,-95.813588
3256,E85,29.820986,-95.125672
3257,ELEC,33.023435,-96.709235
3258,E85,29.491131,-95.098498
3259,E85,30.104634,-95.250851
3260,ELEC,30.121053,-95.439693
3261,ELEC,30.164154,-95.46228
3262,E85,29.539138,-95.744665
3263,E85,30.230708,-95.505586
3264,ELEC,30.003369,-90.161048
3265,ELEC,32.83885,-96.69714
3266,ELEC,29.954443,-90.074597
3267,ELEC,30.001366,-95.459056
3268,ELEC,29.978872,-90.226637
3269,ELEC,31.296782,-92.516234
3270,ELEC,29.978872,-90.226637
3271,ELEC,31.296782,-92.516234
3272,LPG,33.293972,-89.172414
3273,ELEC,30.440068,-91.086007
3274,ELEC,30.440068,-91.086007
3275,LPG,33.974117,-88.490067
3276,ELEC,32.556206,-93.724758
3277,LPG,33.183653,-90.498503
3278,ELEC,32.556206,-93.724758
3279,LPG,30.468646,-88.910287
3280,ELEC,32.280561,-90.032108
3281,LPG,34.670233,-89.026702
3282,ELEC,32.280561,-90.032108
3283,LPG,32.365753,-90.057945
3284,ELEC,31.579181,-90.461645
3285,LPG,31.600966,-90.451699
3286,ELEC,31.579181,-90.461645
3287,LPG,31.546355,-90.42107
3288,ELEC,33.521087,-88.36273
3289,ELEC,33.521087,-88.36273
3290,ELEC,33.400832,-91.008176
3291,ELEC,33.400832,-91.008176
3292,ELEC,33.525183,-90.207653
3293,ELEC,33.525183,-90.207653
3294,ELEC,33.786647,-89.852842
3295,ELEC,33.786647,-89.852842
3296,ELEC,30.425895,-89.091298
3297,ELEC,30.425895,-89.091298
3298,ELEC,31.319764,-89.392813
3299,ELEC,31.319764,-89.392813
3300,ELEC,32.268583,-90.209543
3301,ELEC,32.268583,-90.209543
3302,ELEC,32.392387,-90.145307
3303,ELEC,32.392387,-90.145307
3304,ELEC,34.34172,-89.438
3305,ELEC,30.374373,-88.538614
3306,ELEC,30.374373,-88.538614
3307,LPG,33.906174,-96.465906
3308,LPG,35.070395,-89.944815
3309,LPG,35.089734,-96.388592
3310,LPG,34.774503,-96.693586
3311,LPG,32.353217,-89.664358
3312,LPG,34.869801,-87.673599
3313,LPG,29.850248,-95.524967
3314,LPG,30.747585,-95.629913
3315,LPG,30.554986,-88.170389
3316,LPG,33.821263,-87.173834
3317,LPG,31.588707,-94.61998
3318,LPG,33.10546,-92.348769
3319,LPG,33.234475,-87.6455
3320,LPG,35.136339,-92.728664
3321,LPG,33.447076,-90.645451
3322,LPG,35.243313,-90.783301
3323,LPG,33.178478,-90.491301
3324,LPG,29.957641,-90.140553
3325,LPG,31.526961,-94.127299
3326,LPG,29.981866,-93.966126
3327,LPG,31.687019,-89.138644
3328,LPG,30.948256,-95.916117
3329,LPG,34.505967,-91.551945
3330,LPG,33.424137,-96.361119
3331,LPG,29.838767,-94.752762
3332,LPG,35.244984,-93.138192
3333,LPG,32.167143,-94.841163
3334,LPG,32.43756,-96.65957
3335,LPG,34.297278,-88.771265
3336,LPG,32.95684,-95.2905
3337,LPG,32.74068,-94.935255
3338,LPG,32.384177,-88.665149
3339,LPG,29.82061,-94.9008
3340,LPG,31.350008,-94.741175
3341,LPG,32.74549,-94.940339
3342,LPG,30.10669,-94.0528
3343,LPG,32.163208,-94.321031
3344,LPG,29.928208,-93.903212
3345,LPG,30.442848,-87.240134
3346,LPG,32.589273,-96.298416
3347,LPG,33.133817,-95.988157
3348,LPG,30.696115,-94.939923
3349,LPG,32.874525,-95.765458
3350,LPG,32.605901,-95.850292
3351,LPG,31.917936,-94.681371
3352,LPG,30.384223,-96.095789
3353,LPG,33.167636,-87.535354
3354,LPG,32.655973,-95.490356
3355,LPG,32.339386,-95.339894
3356,LPG,32.464694,-94.755922
3357,LPG,32.153181,-94.79385
3358,LPG,34.578369,-87.019255
3359,LPG,32.510175,-94.355118
3360,LPG,30.165349,-94.019422
3361,LPG,32.886825,-95.759138
3362,LPG,30.176292,-96.40274
3363,LPG,30.707816,-94.864068
3364,LPG,29.785789,-95.83166
3365,LPG,32.548463,-94.370399
3366,LPG,33.611951,-95.042737
3367,LPG,30.679271,-88.128163
3368,LPG,29.396538,-95.159294
3369,LPG,35.085942,-89.962151
3370,LPG,33.276427,-95.895808
3371,LPG,35.051535,-89.886735
3372,LPG,33.139707,-96.073122
3373,LPG,35.021719,-90.018292
3374,LPG,30.12784,-95.4342
3375,LPG,35.156615,-89.883212
3376,LPG,30.74242,-95.55981
3377,LPG,29.654224,-95.441508
3378,LPG,30.116176,-93.821507
3379,LPG,32.128918,-95.820155
3380,LPG,32.386855,-95.274941
3381,LPG,32.363752,-88.677422
3382,LPG,31.309121,-89.314009
3383,LPG,30.01688,-90.154864
3384,LPG,29.920799,-90.042796
3385,LPG,30.006918,-90.243884
3386,LPG,29.968084,-90.046516
3387,LPG,29.96311,-90.092587
3388,LPG,30.010135,-90.016695
3389,LPG,30.027845,-89.926302
3390,LPG,30.284415,-89.751607
3391,LPG,30.172869,-92.069393
3392,LPG,30.225029,-93.180066
3393,LPG,30.473201,-91.110498
3394,LPG,30.462002,-91.0388
3395,LPG,32.456447,-93.775769
3396,LPG,35.093931,-92.420682
3397,LPG,34.758955,-92.26289
3398,LPG,34.831526,-92.180236
3399,LPG,34.757106,-92.251363
3400,LPG,34.669084,-92.340126
3401,LPG,33.012848,-96.653496
3402,LPG,33.66537,-96.6116
3403,LPG,33.023443,-96.520275
3404,LPG,32.58226,-95.8661
3405,LPG,32.754633,-96.463098
3406,CNG,34.445488,-93.193964
3407,LPG,28.998975,-95.328054
3408,LPG,33.989164,-89.349014
3409,LPG,31.470779,-88.477037
3410,LPG,33.855464,-89.284467
3411,LPG,34.992291,-89.874172
3412,LPG,33.738502,-89.372038
3413,E85,34.62946,-92.441629
3414,LPG,32.611765,-89.991565
3415,E85,34.77456,-92.2925
3416,BD,34.90491,-92.151519
3417,LPG,30.613873,-89.647244
3418,BD,34.774557,-92.292548
3419,E85,34.759523,-87.674501
3420,LPG,32.727577,-89.534861
3421,LPG,33.1845,-94.7334
3422,ELEC,29.76071,-95.3696
3423,LPG,34.204011,-90.564232
3424,CNG,29.95983,-94.0661
3425,LPG,34.189904,-90.576246
3426,LPG,33.739501,-90.723244
3427,BD,33.630077,-88.445174
3428,BD,29.964753,-94.079336
3429,CNG,34.773695,-96.696988
3430,LPG,32.280348,-90.170075
3431,ELEC,29.305113,-94.78989
3432,LPG,34.699397,-89.966861
3433,ELEC,29.692894,-95.40826
3434,LPG,31.249331,-89.81307
3435,E85,34.839001,-87.634644
3436,LPG,33.615476,-88.419124
3437,LPG,35.172002,-87.053207
3438,LPG,35.241688,-89.330133
3439,LPG,33.617305,-88.420745
3440,LPG,32.265993,-90.171003
3441,LPG,34.93572,-88.523359
3442,LPG,30.949916,-90.507433
3443,LPG,33.431804,-88.828931
3444,LPG,34.930684,-88.520466
3445,LPG,30.466629,-89.303761
3446,LPG,31.227642,-90.454042
3447,LPG,30.846042,-90.153805
3448,CNG,32.015664,-93.316506
3449,LPG,30.802561,-89.507853
3450,ELEC,32.865944,-96.76468
3451,LPG,31.990489,-90.363892
3452,ELEC,30.51014,-89.665551
3453,CNG,34.768238,-92.26458
3454,ELEC,30.51014,-89.665551
3455,ELEC,34.74556,-92.281197
3456,LPG,33.084025,-89.850811
3457,ELEC,29.754635,-95.37221
3458,ELEC,34.962523,-89.994504
3459,LPG,33.99325,-88.493536
3460,ELEC,34.962523,-89.994504
3461,ELEC,29.757113,-95.37317
3462,ELEC,32.324638,-90.865679
3463,LPG,32.329148,-90.604575
3464,LPG,33.540588,-89.260045
3465,ELEC,32.324638,-90.865679
3466,LPG,34.211172,-89.939661
3467,ELEC,29.759129,-95.37216
3468,ELEC,29.752914,-95.37379
3469,LPG,32.18384,-90.135176
3470,LPG,31.946516,-90.987879
3471,ELEC,30.445307,-90.08347
3472,LPG,34.244397,-88.409575
3473,LPG,31.587372,-89.875933
3474,LPG,33.399847,-91.005189
3475,LPG,31.59411,-89.870221
3476,ELEC,30.445307,-90.08347
3477,LPG,31.154606,-89.415185
3478,LPG,33.50435,-90.183487
3479,ELEC,30.503519,-90.482518
3480,LPG,33.779532,-89.779283
